"Date","Price","Open","High","Low","Vol.","Change %"
"10/26/2021","33,600.00","33,800.00","33,880.00","32,960.00","2.73M","-0.47%"
"10/25/2021","33,760.00","33,000.00","33,960.00","33,000.00","4.18M","2.68%"
"10/22/2021","32,880.00","32,480.00","33,000.00","32,440.00","3.84M","1.36%"
"10/21/2021","32,440.00","32,840.00","33,000.00","32,080.00","2.73M","-1.10%"
"10/20/2021","32,800.00","33,160.00","33,440.00","32,320.00","3.39M","-0.97%"
"10/19/2021","33,120.00","33,480.00","33,480.00","32,800.00","2.34M","-1.19%"
"10/18/2021","33,520.00","33,640.00","33,960.00","32,880.00","3.28M","-0.24%"
"10/15/2021","33,600.00","33,560.00","34,000.00","33,240.00","3.25M","0.36%"
"10/14/2021","33,480.00","33,440.00","34,280.00","32,880.00","4.01M","0.12%"
"10/13/2021","33,440.00","34,000.00","34,000.00","32,880.00","2.20M","-1.53%"
"10/12/2021","33,960.00","33,040.00","34,040.00","32,960.00","3.68M","3.03%"
"10/11/2021","32,960.00","32,880.00","33,080.00","32,080.00","2.45M","0.49%"
"10/08/2021","32,800.00","33,040.00","33,440.00","32,400.00","2.73M","-0.49%"
"10/07/2021","32,960.00","33,760.00","33,760.00","32,600.00","2.43M","-2.37%"
"10/06/2021","33,760.00","34,000.00","34,320.00","33,600.00","2.13M","-0.59%"
"10/05/2021","33,960.00","33,280.00","34,400.00","33,280.00","2.17M","2.04%"
"10/04/2021","33,280.00","32,240.00","33,760.00","32,040.00","1.98M","3.23%"
"10/01/2021","32,240.00","32,480.00","32,560.00","32,040.00","1.29M","-0.74%"
"09/30/2021","32,480.00","32,560.00","32,680.00","32,040.00","1.51M","0.00%"
"09/29/2021","32,480.00","33,120.00","33,120.00","32,040.00","1.94M","-2.05%"
"09/28/2021","33,160.00","33,680.00","33,920.00","32,000.00","2.08M","-1.31%"
"09/27/2021","33,600.00","35,440.00","35,760.00","33,440.00","2.68M","-4.98%"
"09/24/2021","35,360.00","35,600.00","35,920.00","35,280.00","2.32M","-0.45%"
"09/23/2021","35,520.00","35,440.00","35,920.00","35,200.00","2.67M","0.45%"
"09/22/2021","35,360.00","35,760.00","36,000.00","34,960.00","2.15M","-0.90%"
"09/21/2021","35,680.00","35,200.00","36,800.00","34,880.00","2.71M","0.45%"
"09/20/2021","35,520.00","35,280.00","36,240.00","34,720.00","3.60M","2.78%"
"09/17/2021","34,560.00","37,200.00","37,760.00","34,560.00","4.69M","-6.70%"
"09/16/2021","37,040.00","38,320.00","38,400.00","37,040.00","2.83M","-3.54%"
"09/15/2021","38,400.00","37,840.00","38,720.00","37,680.00","2.46M","2.13%"
"09/14/2021","37,600.00","39,520.00","40,400.00","37,600.00","3.84M","-6.00%"
"09/13/2021","40,000.00","40,400.00","40,480.00","38,000.00","6.41M","-0.99%"
"09/10/2021","40,400.00","40,960.00","41,840.00","40,400.00","2.23M","-1.37%"
"09/09/2021","40,960.00","41,440.00","41,520.00","40,320.00","2.34M","-1.35%"
"09/08/2021","41,520.00","41,360.00","42,000.00","39,360.00","3.15M","0.97%"
"09/07/2021","41,120.00","43,920.00","43,920.00","41,120.00","7.01M","-6.88%"
"09/06/2021","44,160.00","42,480.00","44,400.00","42,480.00","19.44M","4.15%"
"09/01/2021","42,400.00","42,000.00","42,960.00","40,880.00","7.16M","-1.30%"
"08/31/2021","42,960.00","43,040.00","45,280.00","41,440.00","11.53M","0.00%"
"08/30/2021","42,960.00","40,240.00","42,960.00","40,240.00","13.36M","6.97%"
"08/27/2021","40,160.00","37,600.00","40,160.00","36,000.00","15.00M","6.81%"
"08/26/2021","37,600.00","38,080.00","38,480.00","37,120.00","4.48M","-1.05%"
"08/25/2021","38,000.00","39,120.00","39,600.00","36,480.00","4.67M","-2.86%"
"08/24/2021","39,120.00","40,720.00","41,280.00","38,400.00","4.37M","-3.93%"
"08/23/2021","40,720.00","41,280.00","42,000.00","40,000.00","4.40M","-1.17%"
"08/20/2021","41,200.00","40,560.00","42,240.00","40,000.00","5.22M","1.98%"
"08/19/2021","40,400.00","37,840.00","40,400.00","37,840.00","4.33M","6.99%"
"08/18/2021","37,760.00","38,000.00","38,320.00","37,520.00","3.78M","-0.63%"
"08/17/2021","38,000.00","39,120.00","39,440.00","37,600.00","3.13M","-2.66%"
"08/16/2021","39,040.00","37,520.00","39,120.00","37,520.00","3.17M","4.27%"
"08/13/2021","37,440.00","36,640.00","37,520.00","36,560.00","3.32M","2.18%"
"08/12/2021","36,640.00","38,000.00","38,160.00","36,640.00","2.30M","-3.58%"
"08/11/2021","38,000.00","39,120.00","39,120.00","37,800.00","2.37M","-2.66%"
"08/10/2021","39,040.00","40,000.00","40,320.00","38,400.00","2.55M","-1.61%"
"08/09/2021","39,680.00","37,600.00","39,760.00","37,600.00","2.68M","5.76%"
"08/06/2021","37,520.00","36,160.00","37,600.00","35,800.00","2.60M","4.22%"
"08/05/2021","36,000.00","36,400.00","36,560.00","35,680.00","1.85M","-1.10%"
"08/04/2021","36,400.00","36,240.00","36,720.00","35,600.00","1.40M","0.66%"
"08/03/2021","36,160.00","36,640.00","36,800.00","35,360.00","1.01M","-2.16%"
"08/02/2021","36,960.00","36,560.00","37,360.00","36,080.00","1.34M","0.98%"
"07/30/2021","36,600.00","36,480.00","36,720.00","36,320.00","1.42M","0.77%"
"07/29/2021","36,320.00","35,520.00","36,400.00","35,200.00","1.22M","2.25%"
"07/28/2021","35,520.00","35,520.00","35,520.00","34,960.00","1.04M","0.23%"
"07/27/2021","35,440.00","35,200.00","35,600.00","34,800.00","950.00K","0.91%"
"07/26/2021","35,120.00","35,760.00","36,560.00","34,800.00","1.13M","-3.30%"
"07/23/2021","36,320.00","36,960.00","37,120.00","35,520.00","1.00M","-1.73%"
"07/22/2021","36,960.00","36,400.00","37,120.00","36,320.00","1.09M","1.54%"
"07/21/2021","36,400.00","36,240.00","36,960.00","35,840.00","1.19M","0.66%"
"07/20/2021","36,160.00","38,320.00","38,320.00","35,640.00","1.38M","-5.64%"
"07/19/2021","38,320.00","40,080.00","40,480.00","38,080.00","1.29M","-6.08%"
"07/16/2021","40,800.00","40,800.00","41,600.00","40,000.00","1.39M","0.00%"
"07/15/2021","40,800.00","40,000.00","40,800.00","39,760.00","1.25M","2.00%"
"07/14/2021","40,000.00","39,920.00","40,000.00","38,880.00","1.70M","0.20%"
"07/13/2021","39,920.00","40,400.00","41,200.00","39,520.00","1.48M","-1.19%"
"07/12/2021","40,400.00","43,440.00","43,920.00","40,400.00","5.71M","-7.00%"
"07/09/2021","43,440.00","45,200.00","45,440.00","43,440.00","1.74M","-3.89%"
"07/08/2021","45,200.00","44,160.00","45,600.00","44,160.00","2.31M","2.36%"
"07/07/2021","44,160.00","44,160.00","44,800.00","43,360.00","1.93M","0.00%"
"07/06/2021","44,160.00","44,240.00","45,040.00","44,080.00","2.01M","-0.18%"
"07/05/2021","44,240.00","45,600.00","45,760.00","43,680.00","1.89M","-2.98%"
"07/02/2021","45,600.00","46,640.00","46,800.00","45,520.00","601.00K","-2.56%"
"07/01/2021","46,800.00","46,880.00","47,120.00","46,080.00","618.63K","-0.17%"
"06/30/2021","46,880.00","47,760.00","47,840.00","45,600.00","525.63K","-1.18%"
"06/29/2021","47,440.00","47,120.00","47,680.00","47,040.00","584.13K","0.68%"
"06/28/2021","47,120.00","47,680.00","47,920.00","46,240.00","585.00K","-1.17%"
"06/25/2021","47,680.00","47,040.00","47,920.00","46,960.00","689.88K","1.36%"
"06/24/2021","47,040.00","48,800.00","48,800.00","46,800.00","667.88K","-3.61%"
"06/23/2021","48,800.00","48,960.00","49,200.00","48,000.00","611.25K","-0.97%"
"06/22/2021","49,280.00","50,240.00","50,400.00","48,000.00","633.63K","-2.22%"
"06/21/2021","50,400.00","51,280.00","53,200.00","49,840.00","699.38K","-5.69%"
"06/18/2021","53,440.00","50,320.00","53,440.00","49,920.00","557.75K","6.37%"
"06/17/2021","50,240.00","49,600.00","50,240.00","48,160.00","728.63K","0.48%"
"06/16/2021","50,000.00","50,080.00","50,640.00","48,800.00","1.38M","0.00%"
"06/15/2021","50,000.00","50,080.00","50,240.00","49,520.00","1.52M","-0.32%"
"06/14/2021","50,160.00","51,280.00","51,280.00","49,920.00","1.28M","0.00%"
"06/11/2021","50,160.00","50,480.00","51,200.00","49,600.00","1.37M","-0.48%"
"06/10/2021","50,400.00","48,160.00","50,800.00","48,160.00","1.75M","4.65%"
"06/09/2021","48,160.00","48,160.00","48,320.00","47,760.00","1.40M","0.00%"
"06/08/2021","48,160.00","49,120.00","49,600.00","48,000.00","1.21M","-2.90%"
"06/07/2021","49,600.00","49,920.00","49,920.00","48,800.00","1.30M","-0.64%"
"06/04/2021","49,920.00","49,920.00","50,240.00","48,560.00","1.40M","0.00%"
"06/03/2021","49,920.00","50,720.00","50,880.00","47,360.00","1.32M","-1.89%"
"06/02/2021","50,880.00","54,000.00","54,240.00","50,880.00","588.25K","-6.88%"
"06/01/2021","54,640.00","58,720.00","59,040.00","54,640.00","1.01M","-6.82%"
"05/31/2021","58,640.00","56,400.00","58,640.00","54,880.00","1.29M","3.97%"
"05/28/2021","56,400.00","54,400.00","56,800.00","54,400.00","3.92M","3.98%"
"05/27/2021","54,240.00","50,800.00","54,240.00","50,800.00","3.58M","6.94%"
"05/26/2021","50,720.00","50,160.00","51,280.00","49,120.00","3.53M","0.79%"
"05/25/2021","50,320.00","49,360.00","51,040.00","49,360.00","3.40M","2.28%"
"05/24/2021","49,200.00","46,960.00","49,200.00","46,640.00","3.83M","4.59%"
"05/21/2021","47,040.00","47,040.00","47,280.00","46,400.00","2.95M","-0.34%"
"05/20/2021","47,200.00","45,360.00","47,520.00","44,960.00","3.02M","4.06%"
"05/19/2021","45,360.00","44,960.00","45,760.00","44,640.00","2.88M","0.71%"
"05/18/2021","45,040.00","45,840.00","45,840.00","42,720.00","2.78M","-1.92%"
"05/17/2021","45,920.00","45,600.00","46,160.00","45,600.00","2.63M","0.70%"
"05/14/2021","45,600.00","45,680.00","45,760.00","45,360.00","2.50M","-0.18%"
"05/13/2021","45,680.00","45,360.00","45,840.00","45,120.00","2.29M","0.18%"
"05/12/2021","45,600.00","45,840.00","46,080.00","45,200.00","2.62M","-0.52%"
"05/11/2021","45,840.00","45,600.00","46,560.00","45,520.00","2.07M","0.88%"
"05/10/2021","45,440.00","43,280.00","45,520.00","43,120.00","1.95M","5.19%"
"05/07/2021","43,200.00","42,880.00","43,440.00","42,400.00","1.37M","0.75%"
"05/06/2021","42,880.00","42,960.00","43,600.00","42,560.00","1.28M","0.00%"
"05/05/2021","42,880.00","43,360.00","43,920.00","42,880.00","1.56M","-1.11%"
"05/04/2021","43,360.00","42,560.00","43,440.00","42,160.00","1.36M","1.12%"
"04/29/2021","42,880.00","43,120.00","43,520.00","42,320.00","1.28M","-1.47%"
"04/28/2021","43,520.00","43,440.00","44,320.00","43,280.00","1.42M","0.18%"
"04/27/2021","43,440.00","42,480.00","43,520.00","42,160.00","1.68M","2.65%"
"04/26/2021","42,320.00","40,640.00","42,320.00","40,480.00","1.87M","3.93%"
"04/23/2021","40,720.00","39,440.00","40,720.00","39,200.00","1.63M","3.46%"
"04/22/2021","39,360.00","40,400.00","40,400.00","39,280.00","1.25M","-2.38%"
"04/20/2021","40,320.00","39,680.00","40,800.00","39,440.00","1.31M","1.82%"
"04/19/2021","39,600.00","39,760.00","39,840.00","39,440.00","1.01M","-0.40%"
"04/16/2021","39,760.00","39,680.00","39,760.00","38,000.00","796.00K","0.20%"
"04/15/2021","39,680.00","39,840.00","40,000.00","39,360.00","953.25K","0.00%"
"04/14/2021","39,680.00","39,440.00","39,760.00","38,640.00","802.63K","0.20%"
"04/13/2021","39,600.00","39,840.00","39,960.00","38,800.00","648.38K","-1.00%"
"04/12/2021","40,000.00","40,560.00","40,560.00","39,360.00","932.88K","-1.38%"
"04/09/2021","40,560.00","40,480.00","40,800.00","40,000.00","689.25K","0.00%"
"04/08/2021","40,560.00","41,040.00","41,200.00","40,400.00","675.63K","-0.78%"
"04/07/2021","40,880.00","39,040.00","40,880.00","39,040.00","819.63K","4.93%"
"04/06/2021","38,960.00","38,800.00","39,040.00","38,560.00","1.97M","0.00%"
"04/05/2021","38,960.00","38,960.00","39,200.00","38,720.00","726.75K","0.21%"
"04/02/2021","38,880.00","38,720.00","38,880.00","38,400.00","666.38K","0.31%"
"04/01/2021","38,760.00","39,040.00","39,040.00","38,400.00","586.38K","-0.51%"
"03/31/2021","38,960.00","38,960.00","39,040.00","38,560.00","599.38K","0.00%"
"03/30/2021","38,960.00","39,040.00","39,200.00","38,560.00","801.25K","-0.10%"
"03/29/2021","39,000.00","38,880.00","39,120.00","38,480.00","767.63K","0.52%"
"03/26/2021","38,800.00","38,640.00","39,200.00","38,000.00","700.13K","0.00%"
"03/25/2021","38,800.00","38,960.00","39,040.00","38,320.00","633.38K","-0.61%"
"03/24/2021","39,040.00","38,960.00","39,040.00","38,160.00","666.88K","-0.20%"
"03/23/2021","39,120.00","39,280.00","39,280.00","38,600.00","868.13K","-0.41%"
"03/22/2021","39,280.00","39,360.00","39,440.00","38,560.00","731.50K","-0.41%"
"03/19/2021","39,440.00","39,440.00","39,440.00","38,320.00","852.88K","-0.40%"
"03/18/2021","39,600.00","39,920.00","40,080.00","39,440.00","660.25K","0.00%"
"03/17/2021","39,600.00","39,200.00","39,600.00","38,800.00","907.75K","0.41%"
"03/16/2021","39,440.00","39,600.00","39,600.00","38,560.00","850.63K","0.00%"
"03/15/2021","39,440.00","40,160.00","40,160.00","39,280.00","701.38K","-1.20%"
"03/12/2021","39,920.00","40,400.00","40,480.00","39,600.00","597.00K","-1.19%"
"03/11/2021","40,400.00","40,640.00","41,040.00","40,320.00","883.63K","0.20%"
"03/10/2021","40,320.00","39,600.00","40,480.00","39,360.00","706.13K","2.02%"
"03/09/2021","39,520.00","40,160.00","40,160.00","39,200.00","647.88K","-1.40%"
"03/08/2021","40,080.00","40,080.00","40,720.00","39,840.00","900.75K","0.20%"
"03/05/2021","40,000.00","40,160.00","40,640.00","39,600.00","669.00K","-0.40%"
"03/04/2021","40,160.00","42,000.00","42,160.00","39,680.00","735.38K","-4.20%"
"03/03/2021","41,920.00","43,120.00","43,120.00","40,960.00","960.38K","3.91%"
"03/02/2021","40,343.00","41,070.00","41,251.00","39,979.00","1.21M","-1.77%"
"03/01/2021","41,070.00","41,554.00","41,797.00","41,009.00","1.72M","-1.02%"
"02/26/2021","41,494.00","41,191.00","41,554.00","40,706.00","2.85M","0.00%"
"02/25/2021","41,494.00","41,554.00","41,676.00","40,949.00","2.48M","-0.14%"
"02/24/2021","41,554.00","42,281.00","42,342.00","41,251.00","2.36M","-1.44%"
"02/23/2021","42,160.00","40,343.00","42,281.00","40,161.00","2.52M","4.50%"
"02/22/2021","40,343.00","40,585.00","40,585.00","39,979.00","2.35M","-0.60%"
"02/19/2021","40,585.00","40,949.00","41,251.00","40,161.00","1.72M","-1.18%"
"02/18/2021","41,070.00","41,373.00","41,433.00","40,767.00","1.67M","-0.29%"
"02/17/2021","41,191.00","40,585.00","41,251.00","40,464.00","1.80M","1.80%"
"02/09/2021","40,464.00","38,041.00","40,464.00","37,738.00","1.70M","6.54%"
"02/08/2021","37,980.00","37,738.00","38,465.00","37,193.00","1.47M","0.16%"
"02/05/2021","37,920.00","38,041.00","38,465.00","37,920.00","613.13K","0.16%"
"02/04/2021","37,859.00","36,587.00","38,041.00","36,466.00","927.61K","3.65%"
"02/03/2021","36,527.00","34,831.00","36,527.00","34,831.00","703.59K","5.24%"
"02/02/2021","34,709.00","33,801.00","34,770.00","33,619.00","721.42K","2.87%"
"02/01/2021","33,740.00","34,467.00","34,770.00","33,498.00","571.69K","-1.94%"
"01/29/2021","34,407.00","32,165.00","34,528.00","32,165.00","854.48K","1.25%"
"01/28/2021","33,983.00","34,891.00","34,891.00","33,983.00","334.13K","-6.96%"
"01/27/2021","36,527.00","38,223.00","38,465.00","36,466.00","504.83K","-5.63%"
"01/26/2021","38,707.00","39,434.00","39,434.00","37,738.00","600.58K","-2.00%"
"01/25/2021","39,495.00","39,737.00","39,798.00","39,434.00","716.96K","-0.46%"
"01/22/2021","39,677.00","40,040.00","40,585.00","39,677.00","764.34K","0.00%"
"01/21/2021","39,677.00","38,283.00","39,677.00","38,162.00","831.20K","3.97%"
"01/20/2021","38,162.00","39,131.00","39,495.00","37,678.00","758.57K","-3.08%"
"01/19/2021","39,374.00","41,191.00","41,191.00","38,707.00","580.44K","-4.83%"
"01/18/2021","41,373.00","42,039.00","42,221.00","41,070.00","683.12K","-2.01%"
"01/15/2021","42,221.00","42,705.00","42,705.00","42,100.00","660.34K","-0.85%"
"01/14/2021","42,584.00","42,705.00","42,826.00","41,797.00","986.05K","-0.14%"
"01/13/2021","42,645.00","42,039.00","42,766.00","42,039.00","770.29K","1.44%"
"01/12/2021","42,039.00","41,251.00","42,100.00","40,827.00","763.85K","1.76%"
"01/11/2021","41,312.00","43,069.00","43,129.00","40,767.00","873.30K","-3.94%"
"01/08/2021","43,008.00","44,038.00","44,038.00","43,008.00","602.73K","-2.07%"
"01/07/2021","43,917.00","43,917.00","44,220.00","43,432.00","992.66K","0.28%"
"01/06/2021","43,796.00","44,159.00","44,159.00","43,311.00","719.94K","-0.28%"
"01/05/2021","43,917.00","44,462.00","44,462.00","43,614.00","786.13K","-1.09%"
"01/04/2021","44,401.00","45,310.00","45,492.00","44,220.00","861.41K","-2.01%"
"12/31/2020","45,310.00","45,189.00","45,492.00","45,068.00","789.42K","0.54%"
"12/30/2020","45,068.00","45,189.00","45,795.00","45,068.00","901.50K","-0.13%"
"12/29/2020","45,128.00","45,976.00","45,976.00","44,825.00","829.16K","-1.84%"
"12/28/2020","45,976.00","46,219.00","46,582.00","45,734.00","787.65K","-0.53%"
"12/25/2020","46,219.00","44,825.00","46,219.00","44,825.00","840.25K","3.39%"
"12/24/2020","44,704.00","45,734.00","45,855.00","44,038.00","710.87K","-2.12%"
"12/23/2020","45,673.00","47,067.00","47,127.00","45,431.00","739.10K","-2.96%"
"12/22/2020","47,067.00","48,278.00","48,460.00","46,885.00","842.10K","-2.51%"
"12/21/2020","48,278.00","46,340.00","48,581.00","46,340.00","1.09M","4.59%"
"12/18/2020","46,158.00","49,550.00","49,550.00","46,158.00","942.47K","-6.96%"
"12/17/2020","49,611.00","51,489.00","51,610.00","49,066.00","876.24K","-3.98%"
"12/16/2020","51,670.00","53,912.00","53,912.00","51,186.00","931.71K","-3.94%"
"12/15/2020","53,790.00","54,336.00","54,336.00","53,669.00","870.05K","-0.67%"
"12/14/2020","54,154.00","53,427.00","54,154.00","53,427.00","1.04M","1.59%"
"12/11/2020","53,306.00","53,851.00","53,851.00","52,700.00","913.23K","-1.12%"
"12/10/2020","53,912.00","54,760.00","54,820.00","53,912.00","1.06M","-0.89%"
"12/09/2020","54,396.00","54,457.00","54,699.00","54,275.00","935.06K","-0.11%"
"12/08/2020","54,457.00","54,578.00","54,881.00","54,215.00","996.45K","-0.22%"
"12/07/2020","54,578.00","54,639.00","55,002.00","54,517.00","1.20M","0.22%"
"12/04/2020","54,457.00","54,396.00","54,760.00","54,093.00","2.10M","0.11%"
"12/03/2020","54,396.00","54,639.00","54,881.00","53,912.00","2.99M","-0.44%"
"12/02/2020","54,639.00","53,790.00","54,699.00","52,579.00","3.16M","1.24%"
"12/01/2020","53,972.00","53,488.00","54,699.00","52,882.00","3.32M","-1.66%"
"11/30/2020","54,881.00","55,971.00","55,971.00","54,699.00","1.62M","-1.95%"
"11/27/2020","55,971.00","52,700.00","56,274.00","52,276.00","6.82M","6.33%"
"11/26/2020","52,640.00","52,579.00","52,640.00","52,155.00","6.46M","0.12%"
"11/25/2020","52,579.00","51,670.00","52,640.00","51,670.00","6.62M","1.76%"
"11/24/2020","51,670.00","52,216.00","52,337.00","51,610.00","6.13M","-1.05%"
"11/23/2020","52,216.00","52,094.00","52,216.00","51,428.00","5.82M","0.00%"
"11/20/2020","52,216.00","52,458.00","52,458.00","52,094.00","5.92M","-0.46%"
"11/19/2020","52,458.00","49,187.00","52,458.00","49,126.00","5.48M","6.52%"
"11/18/2020","49,247.00","48,702.00","49,369.00","48,520.00","4.96M","1.12%"
"11/17/2020","48,702.00","49,126.00","49,369.00","48,520.00","634.82K","-0.86%"
"11/16/2020","49,126.00","49,247.00","49,732.00","48,520.00","693.41K","-0.49%"
"11/13/2020","49,369.00","49,611.00","50,277.00","49,187.00","610.76K","-0.37%"
"11/12/2020","49,550.00","48,763.00","49,793.00","48,702.00","785.44K","1.99%"
"11/11/2020","48,581.00","45,734.00","48,581.00","45,734.00","934.74K","6.93%"
"11/10/2020","45,431.00","45,492.00","45,673.00","45,249.00","502.06K","-0.13%"
"11/09/2020","45,492.00","44,947.00","45,673.00","44,886.00","673.53K","1.21%"
"11/06/2020","44,947.00","44,825.00","45,431.00","44,583.00","642.69K","0.27%"
"11/05/2020","44,825.00","44,886.00","45,310.00","44,644.00","609.00K","-0.14%"
"11/04/2020","44,886.00","45,068.00","45,613.00","44,886.00","772.99K","-0.67%"
"11/03/2020","45,189.00","45,431.00","45,673.00","45,007.00","674.72K","-0.80%"
"11/02/2020","45,552.00","45,128.00","45,552.00","45,068.00","765.17K","0.94%"
"10/30/2020","45,128.00","45,734.00","45,734.00","43,129.00","1.41M","5.52%"
"10/29/2020","42,766.00","43,432.00","43,856.00","42,766.00","509.95K","-1.81%"
"10/28/2020","43,553.00","43,856.00","44,099.00","43,250.00","608.73K","-0.96%"
"10/27/2020","43,977.00","44,462.00","44,462.00","43,796.00","559.23K","-1.36%"
"10/26/2020","44,583.00","44,523.00","45,068.00","44,523.00","634.44K","0.13%"
"10/23/2020","44,523.00","44,038.00","44,704.00","44,038.00","761.34K","1.10%"
"10/22/2020","44,038.00","43,674.00","44,038.00","43,372.00","721.80K","0.83%"
"10/21/2020","43,674.00","43,917.00","44,159.00","43,614.00","590.28K","-0.55%"
"10/20/2020","43,917.00","44,099.00","44,099.00","43,674.00","372.53K","-0.41%"
"10/19/2020","44,099.00","43,553.00","44,220.00","43,553.00","670.16K","1.25%"
"10/16/2020","43,553.00","43,614.00","43,917.00","42,402.00","569.81K","-0.14%"
"10/15/2020","43,614.00","44,099.00","44,220.00","43,372.00","467.11K","-1.10%"
"10/14/2020","44,099.00","43,735.00","44,220.00","43,735.00","419.00K","0.83%"
"10/13/2020","43,735.00","44,099.00","44,341.00","43,674.00","552.59K","-0.83%"
"10/12/2020","44,099.00","44,523.00","44,765.00","43,977.00","355.97K","-0.95%"
"10/09/2020","44,523.00","44,704.00","45,007.00","44,159.00","440.58K","-0.40%"
"10/08/2020","44,704.00","44,825.00","45,007.00","44,583.00","532.84K","-0.27%"
"10/07/2020","44,825.00","45,007.00","45,007.00","44,644.00","400.43K","-0.40%"
"10/06/2020","45,007.00","44,947.00","45,068.00","44,765.00","483.65K","0.13%"
"10/05/2020","44,947.00","44,886.00","45,068.00","44,765.00","591.25K","0.14%"
"10/02/2020","44,886.00","45,249.00","45,371.00","44,825.00","375.22K","-0.80%"
"10/01/2020","45,249.00","45,068.00","45,431.00","45,007.00","436.91K","0.40%"
"09/30/2020","45,068.00","44,825.00","45,371.00","44,825.00","485.00K","0.27%"
"09/29/2020","44,947.00","45,371.00","45,492.00","44,825.00","562.74K","-0.93%"
"09/28/2020","45,371.00","45,189.00","45,552.00","45,128.00","439.52K","0.40%"
"09/25/2020","45,189.00","45,431.00","45,552.00","45,128.00","407.03K","-0.53%"
